date,keystrokes
1475068208,0
1475068218,0
1475068227,0
1475068236,0
1475068245,0
1475068254,0
1475068263,0
1475068272,0
1475068281,0
1475068290,0
1475068299,0
1475068308,0
1475068318,0
1475068327,0
1475068336,0
1475068345,0
1475068354,1
1475068363,0
1475068372,0
1475068381,0
1475068390,0
1475068399,0
1475068409,0
1475068418,0
1475068427,0
1475068436,0
1475068445,0
1475068454,0
1475068463,0
1475068472,0
1475068481,0
1475068490,0
1475068499,0
1475068508,0
1475068517,0
1475068526,0
1475068535,0
1475068544,0
1475068553,0
1475068563,0
1475068572,0
1475068581,0
1475068590,1
1475068599,0
1475068608,5
1475068617,1
1475068626,1
1475068635,3
1475068644,7
1475068653,8
1475068662,0
1475068672,17
1475068681,6
1475068690,0
1475068699,7
1475068708,0
1475068717,21
1475068726,5
1475068735,29
1475068744,0
1475068753,0
1475068762,0
1475068772,0
1475068781,0
1475068790,0
1475068799,1
1475068808,0
1475068817,0
1475068826,10
1475068835,1
1475068844,0
1475068853,23
1475068862,28
1475068871,7
1475068880,17
1475068890,0
1475068899,0
1475068908,11
1475068917,3
1475068926,0
1475068935,0
1475068944,0
1475068953,0
1475068962,0
1475068971,0
1475068980,0
1475068989,0
1475068998,0
1475069007,0
1475069017,0
1475069026,0
1475069035,0
1475069044,0
1475069053,0
1475069062,0
1475069071,0
1475069080,0
1475069089,0
1475069098,0
1475069107,0
1475069116,13
1475069125,2
1475069134,15
1475069144,6
1475069153,7
1475069162,4
1475069171,47
1475069180,2
1475069189,0
1475069198,25
1475069207,51
1475069216,26
1475069225,25
1475069235,0
1475069244,5
1475069253,23
1475069262,0
1475069271,0
1475069280,37
1475069289,7
1475069298,26
1475069307,0
1475069316,5
1475069325,1
1475069334,21
1475069344,0
1475069353,0
1475069357,18
1475069366,28
1475069375,22
1475069384,0
1475069393,0
1475069402,0
1475069412,16
1475069421,0
1475069430,1
1475069439,14
1475069448,33
1475069457,7
1475069466,27
1475069475,29
1475069484,8
1475069493,12
1475069502,27
1475069511,49
1475069520,23
1475069530,3
1475069539,30
1475069548,0
1475069557,2
1475069566,15
1475069575,29
1475069584,28
1475069593,10
1475069602,45
1475069611,17
1475069620,11
1475069629,18
1475069638,23
1475069648,26
1475069657,15
1475069666,22
1475069675,3
1475069684,4
1475069693,0
1475069702,0
1475069711,0
1475069720,12
1475069729,47
1475069738,55
1475069747,34
1475069756,20
1475069765,23
1475069775,29
1475069784,32
1475069793,31
1475069802,10
1475069811,38
1475069820,42
1475069829,53
1475069838,26
1475069847,44
1475069856,27
1475069865,39
1475069874,69
1475069883,32
1475069892,0
1475069901,18
1475069911,16
1475069920,59
1475069929,40
1475069938,31
1475069947,23
1475069956,17
1475069965,38
1475069974,29
1475069983,3
1475069992,23
1475070001,0
1475070010,2
1475070019,9
1475070028,30
1475070037,66
1475070046,24
1475070056,0
1475070065,0
1475070074,0
1475070083,15
1475070092,49
1475070101,7
1475070110,0
1475070119,0
1475070128,11
1475070137,32
1475070146,34
1475070155,10
1475070164,12
1475070173,26
1475070182,30
1475070192,26
1475070201,38
1475070210,0
1475070219,0
1475070228,0
1475070237,8
1475070246,0
1475070255,28
1475070264,75
1475070273,31
1475070282,42
1475070291,8
1475070300,65
1475070309,36
1475070319,1
1475070328,6
1475070337,29
1475070346,35
1475070355,26
1475070364,14
1475070373,29
1475070382,73
1475070391,30
1475070400,90
1475070409,105
1475070418,60
1475070427,72
1475070436,53
1475070445,63
1475070455,18
1475070464,0
1475070473,9
1475070482,20
1475070491,2
1475070500,46
1475070509,38
1475070518,0
1475070527,0
1475070536,27
1475070545,4
1475070554,11
1475070563,0
1475070572,11
1475070581,43
1475070591,11
1475070600,0
1475070609,0
1475070618,13
1475070627,8
1475070636,0
1475070645,10
1475070654,0
1475070663,0
1475070672,31
1475070681,31
1475070690,73
1475070699,59
1475070709,21
1475070718,68
1475070727,67
1475070736,0
1475070745,1
1475070754,9
1475070763,22
1475070772,32
1475070781,44
1475070790,53
1475070799,21
1475070808,16
1475070817,30
1475070827,43
1475070836,81
1475070845,13
1475070854,0
1475070863,0
1475070872,0
1475070881,0
1475070890,0
1475070899,0
1475070908,9
1475070917,14
1475070926,17
1475070935,0
1475070944,4
1475070953,38
1475070963,11
1475070972,44
1475070981,56
1475070990,26
1475070999,41
1475071008,43
1475071017,44
1475071026,27
1475071035,0
1475071044,0
1475071053,0
1475071062,0
1475071071,0
1475071080,0
1475071089,0
1475071098,1
1475071108,0
1475071117,0
1475071126,0
1475071135,0
1475071144,18
1475071153,10
1475071162,28
1475071171,33
1475071180,0
1475071189,0
1475071198,24
1475071207,5
1475071216,13
1475071225,8
1475071234,6
1475071244,1
1475071253,0
1475071262,0
1475071271,0
1475071280,0
1475071289,0
1475071298,42
1475071307,8
1475071317,0
1475071326,0
1475071335,0
1475071344,5
1475071353,21
1475071362,0
1475071371,0
1475071380,0
1475071389,0
1475071399,0
1475071408,0
1475071417,0
1475071426,0
1475071435,0
1475071444,21
1475071453,52
1475071462,17
1475071471,2
1475071480,42
1475071489,0
1475071499,56
1475071508,27
1475071517,1
1475071526,2
1475071535,0
1475071544,0
1475071553,39
1475071562,17
1475071571,13
1475071580,11
1475071589,33
1475071598,0
1475071607,13
1475071617,7
1475071626,1
1475071635,12
1475071644,3
1475071653,40
1475071662,5
1475071671,0
1475071680,0
1475071689,0
1475071698,0
1475071707,0
1475071716,22
1475071726,0
1475071735,0
1475071744,0
1475071753,9
1475071762,0
1475071771,0
1475071780,0
1475071789,0
1475071798,0
1475071807,0
1475071816,0
1475071826,6
1475071835,0
1475071844,0
1475071853,0
1475071862,0
1475071871,0
1475071880,0
1475071889,0
1475071899,1
1475071908,0
1475071917,15
1475071926,0
1475071935,0
1475071944,6
1475071953,0
1475071963,9
1475071972,0
1475071981,0
1475071990,0
1475071999,2
1475072008,1
1475072017,0
1475072026,1
1475072035,7
1475072044,45
1475072053,31
1475072062,41
1475072072,42
1475072081,0
1475072090,0
1475072099,0
1475072108,0
1475072117,0
1475072126,11
1475072135,0
1475072144,0
1475072153,0
1475072162,0
1475072171,3
1475072180,1
1475072189,0
1475072199,16
1475072208,32
1475072217,40
1475072226,34
1475072235,2
1475072244,12
1475072253,58
1475072262,44
1475072271,15
1475072280,38
1475072289,43
1475072298,20
1475072307,44
1475072316,58
1475072326,90
1475072335,26
1475072344,9
1475072353,6
1475072362,60
1475072371,35
1475072380,40
1475072389,25
1475072398,31
1475072407,31
1475072416,32
1475072425,54
1475072434,2
1475072444,1
1475072453,3
1475072462,2
1475072471,0
1475072480,0
1475072489,0
1475072498,21
1475072507,2
1475072516,7
1475072525,0
1475072534,2
1475072543,0
1475072552,0
1475072562,0
1475072571,0
1475072580,0
1475072589,23
1475072598,11
1475072607,28
1475072616,13
1475072625,30
1475072635,10
1475072644,35
1475072653,6
1475072662,0
1475072671,3
1475072680,0
1475072689,0
1475072698,31
1475072707,48
1475072716,59
1475072725,73
1475072734,22
1475072743,1
1475072752,7
1475072762,0
1475072771,0
1475072780,0
1475072789,0
1475072798,0
1475072807,0
1475072816,0
1475072825,0
1475072834,0
1475072844,12
1475072853,21
1475072862,0
1475072871,0
1475072880,5
1475072889,24
1475072898,12
1475072907,26
1475072916,0
1475072925,0
1475072934,0
1475072943,0
1475072952,0
1475072962,0
1475072971,0
1475072980,0
1475072989,0
1475072998,0
1475073007,0
1475073016,0
1475073025,0
1475073034,0
1475073043,28
1475073052,9
1475073061,1
1475073070,10
1475073080,0
1475073089,4
1475073098,0
1475073107,0
1475073116,0
1475073125,0
1475073134,0
1475073143,1
1475073152,2
1475073161,1
1475073170,12
1475073179,2
1475073188,2
1475073197,2
1475073207,2
1475073216,15
1475073225,11
1475073234,0
1475073243,0
1475073252,24
1475073261,13
1475073270,0
1475073279,0
1475073288,0
1475073297,0
1475073306,1
1475073316,2
1475073325,23
1475073334,0
1475073343,0
1475073352,0
1475073361,0
1475073370,0
1475073379,0
1475073388,0
1475073397,0
1475073406,0
1475073416,0
1475073425,0
1475073434,0
1475073443,0
1475073452,0
1475073461,0
1475073470,3
1475073479,31
1475073488,11
1475073497,11
1475073506,27
1475073515,7
1475073525,19
1475073534,40
1475073543,1
1475073552,0
1475073561,9
1475073570,79
1475073579,0
1475073588,0
1475073597,46
1475073606,73
1475073615,15
1475073625,0
1475073634,0
1475073643,0
1475073652,0
1475073661,0
1475073670,0
1475073679,0
1475073688,0
1475073697,0
1475073706,0
1475073715,0
1475073724,0
1475073734,0
1475073743,0
1475073752,0
1475073761,0
1475073770,0
1475073779,0
1475073788,0
1475073797,0
1475073806,0
1475073816,0
1475073825,1
1475073834,0
1475073843,0
1475073852,0
1475073861,0
1475076170,0
1475076179,0
1475078235,0
1475078244,0
1475078253,0
1475078262,5
1475078271,0
1475078280,1
1475078290,11
1475078299,0
1475078308,0
1475078317,24
1475078326,3
1475078335,30
1475078344,16
1475078353,11
1475078362,1
1475078372,0
1475078381,0
1475078390,0
1475078399,6
1475078408,0
1475078417,7
1475078426,18
1475078435,6
1475078444,6
1475078453,0
1475078462,0
1475078471,4
1475078480,28
1475078490,4
1475078499,1
1475078508,12
1475078517,0
1475078526,0
1475078535,11
1475078544,1
1475078553,0
1475078562,0
1475078571,2
1475078580,1
1475078589,0
1475078598,0
1475078607,0
1475078617,0
1475078626,0
1475078635,0
1475078644,0
1475078653,0
1475078662,0
1475078671,0
1475078680,0
1475078689,0
1475078698,0
1475078707,0
1475078716,0
1475078725,0
1475078734,0
1475078743,0
1475078753,0
1475078762,3
1475078771,1
1475078780,2
1475078789,1
1475078798,0
1475078807,0
1475078816,1
1475078825,1
1475078834,0
1475078843,1
1475078852,0
1475078861,1
1475078870,0
1475078879,3
1475078888,0
1475078897,1
1475078907,2
1475078916,2
1475078925,2
1475078934,0
1475078943,0
1475078952,0
1475078961,0
1475078970,2
1475078979,0
1475078988,0
1475078997,0
1475079006,0
1475079015,0
1475079024,0
1475079034,0
1475079043,0
1475079052,0
1475079061,0
1475079070,0
1475079079,0
1475079088,0
1475079097,0
1475079106,0
1475079115,0
1475079124,3
1475079133,0
1475079142,0
1475079151,1
1475079161,0
1475079170,0
1475079179,0
1475079188,0
1475079197,0
1475079206,0
1475079215,0
1475079224,0
1475079233,2
1475079242,1
1475079251,0
1475079260,0
1475079269,1
1475079278,0
1475079287,0
1475079297,0
1475079298,0
1475079306,0
1475079308,1
1475079315,3
1475079317,0
1475079324,2
1475079326,0
1475079333,6
1475079335,4
1475079342,7
1475079344,0
1475079351,7
1475079353,0
1475079360,7
1475079362,0
1475079369,1
1475079371,0
1475079378,0
1475079380,0
1475079387,4
1475079389,2
1475079396,0
1475079398,7
1475079405,12
1475079407,0
1475079414,0
1475079416,0
1475079424,0
1475079425,0
1475079433,26
1475079434,2
1475079442,24
1475079444,9
1475079451,21
1475079453,0
1475079460,5
1475079462,0
1475079469,0
1475079471,0
1475079478,0
1475079480,2
1475079487,1
1475079489,0
1475079496,0
1475079498,0
1475080694,0
1475080696,0
1475080703,0
1475080705,0
1475080712,0
1475080714,0
1475080721,0
1475080723,0
1475081433,0
1475081435,6
1475081442,0
1475081444,0
1475081452,9
1475081453,0
1475081461,28
1475081463,8
1475081470,0
1475081472,0
1475081479,0
1475081481,0
1475081488,0
1475081490,0
1475081497,0
1475081499,0
1475081506,0
1475081508,1
1475081515,5
1475081517,0
1475081524,0
1475081526,0
1475081533,0
1475081535,0
1475081542,6
1475081544,0
1475081552,0
1475081553,0
1475081561,0
1475081562,0
1475081570,0
1475081571,0
1475081579,0
1475081580,0
1475081588,0
1475081589,0
1475081597,0
1475081599,0
1475081606,0
1475081608,0
1475081615,0
1475081617,0
1475081624,0
1475081626,0
1475081633,0
1475081635,0
1475081642,0
1475081644,0
1475081651,0
1475081653,0
1475081660,1
1475081662,0
1475081669,0
1475081671,0
1475081678,14
1475081680,3
1475081688,10
1475081689,7
1475081697,46
1475081698,5
1475081706,19
1475081707,3
1475081715,19
1475081716,2
1475081724,1
1475081725,0
1475081733,7
1475081734,0
1475081742,18
1475081744,8
1475081751,6
1475081753,0
1475081760,37
1475081762,0
1475081769,9
1475081771,0
1475081778,8
1475081780,0
1475081787,1
1475081789,0
1475081796,0
1475081798,0
1475081805,4
1475081807,7
1475081815,29
1475081816,0
1475081824,21
1475081825,0
1475081833,0
1475081834,0
1475081842,0
1475081843,0
1475081851,0
1475081852,0
1475081860,0
1475081861,0
1475081869,0
1475081870,0
1475081878,0
1475081879,0
1475081887,0
1475081889,0
1475081896,0
1475081898,9
1475081904,27
1475081906,0
1475081913,0
1475081915,7
1475081922,19
1475081924,0
1475081932,9
1475081933,0
1475081941,0
1475081942,0
1475081950,0
1475081951,0
1475081959,1
1475081960,0
1475081968,0
1475081969,0
1475081977,0
1475081979,0
1475081986,0
1475081988,0
1475081995,7
1475081997,2
1475082004,1
1475082006,0
1475082014,20
1475082015,0
1475082023,9
1475082024,3
1475082032,4
1475082033,1
1475082041,19
1475082042,5
1475082050,11
1475082051,0
1475082059,0
1475082060,0
1475082068,0
1475082069,0
1475082077,0
1475082078,0
1475082086,0
1475082087,0
1475082095,0
1475082096,0
1475082105,28
1475082105,0
1475082114,0
1475082114,0
1475082123,0
1475082124,0
1475082132,0
1475082133,0
1475082141,0
1475082142,0
1475082150,0
1475082151,0
1475082159,9
1475082160,7
1475082168,40
1475082169,0
1475082177,12
1475082178,0
1475082187,0
1475082187,0
1475082196,0
1475082196,0
1475082205,1
1475082205,0
1475082214,0
1475082214,0
1475082223,0
1475082223,0
1475082232,0
1475082232,0
1475082241,0
1475082241,0
1475082250,0
1475082251,0
1475082259,0
1475082260,0
1475082268,0
1475082269,0
1475082277,0
1475082278,0
1475082287,0
1475082287,0
1475082296,0
1475082296,0
1475082305,0
1475082305,0
1475082314,0
1475082314,0
1475082323,0
1475082323,0
1475082332,0
1475082332,0
1475082341,0
1475082341,0
1475082350,0
1475082350,0
1475082359,0
1475082359,0
1475082368,0
1475082368,0
1475082377,0
1475082378,0
1475082386,0
1475082387,0
1475082395,0
1475082396,0
1475082405,0
1475082405,0
1475082414,0
1475082414,0
1475082423,0
1475082423,0
1475082432,0
1475082432,0
1475082441,0
1475082441,0
1475082450,0
1475082450,0
1475082459,0
1475082459,0
1475082468,26
1475082468,0
1475082477,0
1475082477,0
1475082486,0
1475082486,0
1475082495,0
1475082496,0
1475082504,0
1475082505,0
1475082514,0
1475082514,0
1475082523,0
1475082523,0
1475082532,0
1475082532,0
1475082541,0
1475082541,0
1475082550,0
1475082550,0
1475082559,0
1475082559,0
1475082568,0
1475082568,0
1475082577,0
1475082577,0
1475082586,0
1475082586,0
1475082595,0
1475082595,0
1475082605,0
1475082605,0
1475082614,0
1475082614,0
1475082623,0
1475082623,0
1475082632,0
1475082632,0
1475082641,0
1475082641,0
1475082650,0
1475082650,0
1475082659,0
1475082659,0
1475082668,0
1475082668,0
1475082677,0
1475082677,0
1475082686,0
1475082686,0
1475082696,0
1475082696,0
1475082705,0
1475082705,0
1475082714,0
1475082714,0
1475082723,0
1475082723,0
1475082732,0
1475082732,0
1475082741,0
1475082741,0
1475082750,0
1475082750,0
1475082759,0
1475082759,0
1475082768,0
1475082768,0
1475082777,22
1475082777,22
1475082786,0
1475082786,0
1475082795,0
1475082795,0
1475082805,5
1475082805,5
1475082814,12
1475082814,12
1475082823,0
1475082823,0
1475082832,19
1475082832,19
1475082841,30
1475082841,30
1475082850,8
1475082850,8
1475082859,17
1475082859,17
1475082868,0
1475082868,0
1475082877,1
1475082877,1
1475082886,28
1475082886,28
1475082895,0
1475082895,0
1475082905,1
1475082905,1
1475082914,14
1475082914,14
1475082923,2
1475082923,2
1475082932,14
1475082932,14
1475082941,70
1475082941,70
1475082950,55
1475082950,55
1475082959,53
1475082959,53
1475082968,7
1475082968,7
1475082977,0
1475082977,0
1475082986,3
1475082986,3
1475082995,0
1475082995,0
1475083005,57
1475083005,57
1475083014,26
1475083014,26
1475083023,0
1475083023,0
1475083032,24
1475083032,24
1475083041,65
1475083041,65
1475083050,38
1475083050,38
1475083059,9
1475083059,9
1475083068,0
1475083068,0
1475083077,0
1475083077,0
1475083086,8
1475083086,8
1475083095,3
1475083095,3
1475083105,0
1475083105,0
1475083114,1
1475083114,1
1475083123,20
1475083123,20
1475083132,1
1475083132,1
1475083141,1
1475083141,1
1475083150,10
1475083150,10
1475083159,44
1475083159,44
1475083168,53
1475083168,53
1475083178,35
1475083178,35
1475083187,41
1475083187,41
1475083196,0
1475083196,0
1475083205,0
1475083205,0
1475083214,0
1475083214,0
1475083223,0
1475083223,0
1475083232,0
1475083232,0
1475083241,1
1475083241,1
1475083250,0
1475083250,0
1475083259,34
1475083259,34
1475083268,7
1475083268,7
1475083278,4
1475083278,4
1475083287,0
1475083287,0
1475083296,0
1475083296,0
1475083305,0
1475083305,0
1475083314,0
1475083314,0
1475083323,0
1475083323,0
1475083332,0
1475083332,0
1475083341,0
1475083341,0
1475083350,3
1475083350,3
1475083359,0
1475083359,0
1475083368,84
1475083368,84
1475083378,37
1475083378,37
1475083387,1
1475083387,1
1475083396,0
1475083396,0
1475085307,0
1475085307,0
1475085316,3
1475085316,3
1475085325,9
1475085325,9
1475085334,0
1475085334,0
1475085343,0
1475085343,0
1475085352,0
1475085352,0
1475085361,0
1475085361,0
1475085370,51
1475085370,51
1475085379,34
1475085379,34
1475085388,42
1475085388,42
1475085397,62
1475085397,62
1475085406,31
1475085406,31
1475085416,0
1475085416,0
1475085425,0
1475085425,0
1475085434,0
1475085434,0
1475085443,17
1475085443,17
1475085452,0
1475085452,0
1475085461,0
1475085461,0
1475085470,0
1475085470,0
1475085479,0
1475085479,0
1475085488,0
1475085488,0
1475085497,0
1475085497,0
1475085506,0
1475085506,0
1475085515,0
1475085515,0
1475085525,9
1475085525,9
1475085534,0
1475085534,0
1475085543,36
1475085543,36
1475085552,15
1475085552,15
1475085561,0
1475085561,0
1475085570,0
1475085570,0
1475085579,0
1475085579,0
1475085588,0
1475085588,0
1475085597,0
1475085597,0
1475085606,0
1475085606,0
1475085615,8
1475085615,8
1475085624,76
1475085624,76
1475085633,0
1475085633,0
1475085642,0
1475085643,0
1475085652,0
1475085652,0
1475085661,0
1475085661,0
1475085670,0
1475085670,0
1475085679,0
1475085679,0
1475085688,0
1475085688,0
1475085697,3
1475085697,3
1475085706,1
1475085706,1
1475085715,0
1475085715,0
1475085724,0
1475085724,0
1475085733,0
1475085733,0
1475085742,0
1475085742,0
1475085752,0
1475085752,0
1475085761,0
1475085761,0
1475085770,25
1475085770,25
1475085779,8
1475085779,8
1475085788,0
1475085788,0
1475085797,0
1475085797,0
1475085806,11
1475085806,11
1475085815,0
1475085815,0
1475085824,0
1475085824,0
1475085833,0
1475085833,0
1475085842,0
1475085842,0
1475085851,0
1475085851,0
1475085860,0
1475085860,0
1475085870,30
1475085870,30
1475085879,0
1475085879,0
1475085888,0
1475085888,0
1475085897,0
1475085897,0
1475085906,0
1475085906,0
1475085915,0
1475085915,0
1475086421,0
1475086421,0
1475086430,0
1475086430,0
1475086439,27
1475086439,27
1475086448,0
1475086448,0
1475086457,0
1475086457,0
1475086466,0
1475086466,0
1475086475,0
1475086475,0
1475086484,0
1475086484,0
1475086493,0
1475086493,0
1475086502,0
1475086502,0
1475086511,0
1475086511,0
1475086521,0
1475086521,0
1475086530,0
1475086530,0
1475086539,0
1475086539,0
1475086548,0
1475086548,0
1475086783,0
1475086783,0
1475086793,0
1475086793,0
1475086802,6
1475086802,6
1475086811,4
1475086811,4
1475086820,1
1475086820,1
1475086829,0
1475086829,0
1475088524,0
1475088524,0
1475088533,11
1475088533,11
1475088542,0
1475088542,0
1475088551,0
1475088551,0
1475088560,0
1475088560,0
1475088569,0
1475088569,0
1475088578,0
1475088578,0
1475088587,2
1475088587,2
1475088596,2
1475088596,2
1475088606,0
1475088606,0
1475089055,0
1475089055,0
1475089064,0
1475089064,0
1475089074,0
1475089074,0
1475089083,9
1475089083,9
1475089092,0
1475089092,0
1475089101,0
1475089101,0
1475089347,1
1475089347,1
1475089356,18
1475089356,18
1475089365,4
1475089365,4
1475089374,0
1475089374,0
1475089383,0
1475089383,0
1475089392,1
1475089392,1
1475089401,0
1475089401,0
1475090440,0
1475090440,0
1475090449,10
1475090449,10
1475090458,0
1475090458,0
1475090467,49
1475090467,49
1475090476,26
1475090476,26
1475090486,0
1475090486,0
1475090495,0
1475090495,0
1475091240,1
1475091240,1
1475091249,13
1475091249,13
1475091258,0
1475091258,0
1475091267,0
1475091267,0
1475091276,0
1475091276,0
1475091554,0
1475091554,0
1475091563,0
1475091563,0
1475091572,0
1475091572,0
1475091581,0
1475091581,0
1475091590,0
1475091590,0
1475091599,0
1475091599,0
1475091608,0
1475091608,0
1475091617,0
1475091617,0
1475091870,0
1475091870,0
1475091879,2
1475091879,2
1475091888,26
1475091888,26
1475091897,1
1475091897,1
1475091906,5
1475091906,5
1475091915,14
1475091915,14
1475091924,0
1475091924,0
1475092010,0
1475092010,0
1475092019,1
1475092019,1
1475092028,1
1475092028,1
1475092037,2
1475092037,2
1475092046,0
1475092046,0
1475092055,0
1475092055,0
1475092065,0
1475092065,0
1475092074,0
1475092074,0
1475092083,0
1475092083,0
1475092092,0
1475092092,0
1475092101,0
1475092101,0
1475092110,0
1475092110,0
1475092119,0
1475092119,0
1475092128,0
1475092128,0
1475092137,0
1475092137,0
1475092146,0
1475092146,0
1475092155,0
1475092155,0
1475092164,0
1475092164,0
1475092173,0
1475092173,0
1475092183,0
1475092183,0
1475092192,0
1475092192,0
1475092201,0
1475092201,0
1475092210,0
1475092210,0
1475092219,0
1475092219,0
1475092228,0
1475092228,0
1475092237,0
1475092237,0
1475092246,0
1475092246,0
1475092255,0
1475092255,0
1475092264,0
1475092264,0
1475092273,0
1475092273,0
1475092282,0
1475092282,0
1475092291,0
1475092291,0
1475092300,0
1475092300,0
1475092309,0
1475092309,0
1475092319,0
1475092319,0
1475092328,0
1475092328,0
1475092337,0
1475092337,0
1475092346,0
1475092346,0
1475092355,0
1475092355,0
1475092364,0
1475092364,0
1475092373,0
1475092373,0
1475092382,0
1475092382,0
