date,keystrokes
1474964308,24
1474964317,24
1474964326,28
1474964335,22
1474964344,0
1474964354,0
1474964363,33
1474964372,60
1474964381,35
1474964390,42
1474964399,30
1474964408,29
1474964417,5
1474964426,24
1474964435,13
1474964444,28
1474964454,2
1474964463,4
1474964472,31
1474964481,0
1474964490,2
1474964499,31
1474964508,53
1474964517,33
1474964526,47
1474964535,1
1474964544,4
1474964554,58
1474964563,31
1474964572,34
1474964581,43
1474964590,11
1474964599,0
1474964608,0
1474964617,13
1474964626,0
1474964635,0
1474964644,0
1474964653,0
1474964662,0
1474964672,0
1474964681,0
1474964690,0
1474964699,0
1474964708,0
1474964717,0
1474964726,0
1474964735,0
1474964744,0
1474964753,0
1474964762,0
1474964772,10
1474964781,9
1474964790,0
1474964799,0
1474964808,0
1474964817,0
1474964826,0
1474964835,0
1474964844,6
1474964853,8
1474964862,3
1474964872,0
1474964881,0
1474964890,7
1474964899,0
1474964908,7
1474964917,0
1474964926,1
1474964935,0
1474964944,0
1474964953,12
1474964962,1
1474964971,1
1474964981,0
1474964990,0
1474964999,0
1474965008,0
1474965017,0
1474965026,4
1474965035,3
1474965044,0
1474965053,8
1474965062,10
1474965071,2
1474965080,33
1474965090,22
1474965099,2
1474965108,4
1474965117,7
1474965126,1
1474965135,10
1474965144,0
1474965153,0
1474965162,0
1474965171,4
1474965180,4
1474965189,18
1474965198,4
1474965207,4
1474965216,1
1474965226,0
1474965235,0
1474965244,9
1474965253,5
1474965262,2
1474965271,31
1474965280,32
1474965289,27
1474965298,2
1474965307,2
1474965316,7
1474965325,11
1474965335,12
1474965344,0
1474965353,0
1474965362,0
1474965371,46
1474965380,30
1474965389,0
1474965398,4
1474965407,64
1474965416,2
1474965425,6
1474965435,6
1474965444,0
1474965453,0
1474965462,0
1474965471,6
1474965480,0
1474965489,6
1474965498,0
1474965507,1
1474965516,2
1474965525,31
1474965534,57
1474965543,3
1474965553,24
1474965562,21
1474965571,0
1474965580,0
1474965589,0
1474965598,0
1474965607,0
1474965616,0
1474965625,0
1474965634,0
1474965643,0
1474965652,5
1474965661,31
1474965670,0
1474965679,0
1474965688,0
1474965698,1
1474965707,0
1474965716,0
1474965725,0
1474965734,0
1474965743,0
1474965752,0
1474965761,0
1474965770,0
1474965779,0
1474965788,7
1474965797,0
1474965806,0
1474965815,0
1474965825,25
1474965834,0
1474965843,0
1474965852,1
1474965861,0
1474965870,0
1474965879,0
1474965888,0
1474965897,0
1474965906,0
1474965915,0
1474965924,8
1474965933,1
1474965942,0
1474965951,0
1474965961,0
1474965970,0
1474965979,48
1474965988,5
1474965997,0
1474966006,46
1474966015,83
1474966024,16
1474966033,0
1474966042,8
1474966051,38
1474966060,19
1474966070,26
1474966079,13
1474966088,0
1474966097,0
1474966106,0
1474966115,50
1474966124,2
1474966133,5
1474966143,2
1474966152,1
1474966161,0
1474966170,0
1474966179,0
1474966188,0
1474966197,0
1474966206,0
1474966215,0
1474966224,0
1474966233,43
1474966242,33
1474966251,32
1474966260,19
1474966269,36
1474966279,5
1474966288,6
1474966297,22
1474966306,0
1474966315,27
1474966324,42
1474966333,68
1474966342,13
1474966351,7
1474966360,63
1474966369,40
1474966378,14
1474966387,63
1474966396,10
1474966405,35
1474966415,37
1474966424,5
1474966433,60
1474966442,3
1474966451,0
1474966460,0
1474966469,0
1474966478,2
1474966487,0
1474966496,33
1474966505,1
1474966514,13
1474966523,44
1474966532,55
1474966541,53
1474966550,7
1474966560,0
1474966569,1
1474966578,42
1474966587,32
1474966596,0
1474966605,28
1474966614,5
1474966623,0
1474966632,0
1474966641,0
1474966650,0
1474966659,0
1474966668,8
1474966677,47
1474966687,46
1474966696,22
1474966705,27
1474966714,38
1474966723,0
1474966732,0
1474966741,0
1474966750,0
1474966759,0
1474966768,0
1474966777,0
1474966786,0
1474966795,0
1474966804,0
1474966813,0
1474966823,0
1474966832,0
1474966841,0
1474966850,0
1474966859,0
1474966868,3
1474966877,50
1474966886,68
1474966895,40
1474966904,0
1474966913,0
1474966922,8
1474966932,8
1474966941,6
1474966950,28
1474966959,48
1474966968,0
1474966977,34
1474966986,0
1474966995,1
1474967004,48
1474967013,61
1474967022,62
1474967031,57
1474967040,62
1474967049,52
1474967059,12
1474967068,28
1474967077,28
1474967086,12
1474967095,2
1474967104,3
1474967113,0
1474967122,9
1474967131,9
1474967140,0
1474967149,0
1474967158,1
1474967167,7
1474967176,31
1474967186,26
1474967195,3
1474967204,6
1474967213,0
1474967222,5
1474967231,0
1474967240,0
1474967249,0
1474967258,0
1474967267,7
1474967276,1
1474967285,0
1474967295,7
1474967304,30
1474967313,36
1474967322,9
1474967331,12
1474967340,9
1474967349,0
1474967358,0
1474967367,0
1474967376,0
1474967385,0
1474967394,0
1474967403,0
1474967413,0
1474967422,0
1474967431,0
1474967440,0
1474967449,0
1474967458,8
1474967467,41
1474967476,43
1474967485,18
1474967494,0
1474967503,23
1474967512,22
1474967521,21
1474967531,46
1474967540,5
1474967549,0
1474967558,5
1474967567,1
1474967576,2
1474967585,10
1474967594,0
1474967603,13
1474967612,10
1474967622,4
1474967631,1
1474967640,0
1474967649,1
1474967658,1
1474967667,0
1474967676,51
1474967685,71
1474967694,4
1474967703,0
1474967712,12
1474967721,4
1474967731,0
1474967740,1
1474967749,0
1474967758,4
1474967767,38
1474967776,21
1474967785,22
1474967794,32
1474967803,13
1474967812,7
1474967821,49
1474967830,19
1474967840,2
1474967849,38
1474967858,10
1474967867,6
1474967876,0
1474967885,2
1474967894,0
1474967903,0
1474967912,0
1474967921,6
1474967930,0
1474967939,3
1474967949,14
1474967958,13
1474967967,0
1474967976,0
1474967985,10
1474967994,60
1474968003,45
1474968012,2
1474968021,12
1474968030,18
1474968039,33
1474968048,9
1474968058,25
1474968067,2
1474968076,13
1474968085,21
1474968094,3
1474968103,3
1474968112,4
1474968121,46
1474968130,35
1474968139,40
1474968148,21
1474968158,30
1474968167,2
1474968176,3
1474968185,15
1474968194,63
1474968203,29
1474968212,1
1474968221,0
1474968230,1
1474968239,0
1474968248,2
1474968258,43
1474968267,56
1474968276,69
1474968285,0
1474968294,3
1474968303,5
1474968312,1
1474968321,36
1474968330,37
1474968339,1
1474968349,63
1474968358,31
1474968367,2
1474968376,0
1474968385,0
1474968394,0
1474968403,0
1474968412,0
1474968421,0
1474968430,0
1474968439,0
1474968448,0
1474968457,1
1474968466,0
1474968476,0
1474968485,15
1474968494,0
1474968503,0
1474968512,7
1474968521,0
1474968530,7
1474968539,29
1474968548,69
1474968557,11
1474968567,0
1474968576,28
1474968585,14
1474968594,0
1474968603,0
1474968612,0
1474968621,0
1474968630,0
1474968697,0
1474968706,0
1474968715,0
1474968724,0
1474968733,0
1474968742,0
1474968751,0
1474968760,0
1474968770,0
1474968779,0
1474968788,0
1474968797,0
1474968806,0
1474968815,0
1474968824,0
1474968833,0
1474968842,0
1474968851,0
1474968860,0
1474968869,0
1474968878,0
1474968888,0
1474968897,0
1474968906,0
1474968915,0
1474968924,0
1474968933,0
1474968942,0
1474968951,0
1474968960,0
1474968969,0
1474968978,0
1474968987,0
1474968996,0
1474969005,0
1474969015,0
1474969024,0
1474969033,0
1474969042,0
1474969051,0
1474969060,0
1474969069,0
1474969078,0
1474969087,0
1474969096,0
1474969105,0
1474969114,0
1474969123,0
1474969132,0
1474969142,0
1474969151,0
1474969160,0
1474969169,0
1474969178,0
1474969187,0
1474969196,0
1474969205,0
1474969214,0
1474969223,0
1474969232,0
1474969241,0
1474969250,0
1474969259,0
1474969269,0
1474969278,0
1474969287,0
1474969296,0
1474969305,0
1474969314,0
1474969323,0
1474969332,0
1474969341,0
1474969350,0
1474969359,0
1474969368,0
1474969378,0
1474969387,0
1474969396,0
1474969405,0
1474969414,0
1474969423,0
1474969432,0
1474969441,0
1474969450,0
1474969459,0
1474969468,0
1474969477,0
1474969487,0
1474969496,0
1474969505,0
1474969514,0
1474969523,0
1474969532,0
1474969541,0
1474969550,0
1474969559,0
1474969568,0
1474969577,0
1474969586,0
1474969595,0
1474969604,0
1474969614,0
1474969623,0
1474969632,0
1474969641,0
1474969650,0
1474969659,0
1474969668,0
1474969677,0
1474969686,0
1474969695,0
1474969704,0
1474969713,0
1474969722,0
1474969731,0
1474969741,0
1474969750,0
1474969759,0
1474969768,0
1474969777,0
1474969786,0
1474969795,0
1474969804,0
1474969813,0
1474969822,0
1474969831,0
1474969840,0
1474969849,0
1474969859,0
1474969868,0
1474969877,0
1474969886,0
1474969895,0
1474969904,0
1474969913,0
1474969922,0
1474969931,0
1474969940,0
1474969949,0
1474969958,0
1474969967,0
1474969976,0
1474969986,0
1474969995,0
1474970004,0
1474970013,0
1474970022,0
1474970031,0
1474970040,0
1474970049,0
1474970058,0
1474970067,0
1474970076,0
1474970085,0
1474970094,0
1474970104,0
1474970113,0
1474970122,0
1474970131,0
1474970140,0
1474970149,0
1474970158,0
1474970167,0
1474970176,0
1474970185,0
1474970194,0
1474970203,0
1474970212,0
1474970221,0
1474970231,0
1474970240,0
1474970249,0
1474970258,0
1474970267,0
1474970276,0
1474970285,0
1474970294,0
1474970303,0
1474970312,0
1474970321,0
1474970330,0
1474970339,0
1474970348,0
1474970358,0
1474970367,0
1474970376,0
1474970385,0
1474970394,0
1474970403,0
1474970412,0
1474970421,0
1474970430,0
1474970439,0
1474970448,0
1474970457,0
1474970466,0
1474970475,0
1474970484,0
1474970494,0
1474970503,0
1474970512,0
1474970521,0
1474970530,0
1474970539,0
1474970548,0
1474970557,0
1474970566,0
1474970575,0
1474970584,0
1474970593,0
1474970602,0
1474970611,0
1474970620,0
1474970630,0
1474970639,0
1474970648,0
1474970657,0
1474970666,0
1474970675,0
1474970684,0
1474970693,0
1474970702,0
1474970711,0
1474970720,0
1474970729,0
1474970738,0
1474970747,0
1474970756,0
1474970766,0
1474970775,0
1474970784,0
1474970793,0
1474970802,0
1474970811,0
1474970820,0
1474970829,0
1474970838,0
1474970847,0
1474970856,0
1474970865,0
1474970874,0
1474970883,0
1474970892,0
1474970902,0
1474972445,0
1474972454,0
1474972463,0
1474972472,0
1474972481,0
1474972490,0
1474972499,0
1474972508,0
1474972517,0
1474972526,0
1474972535,0
1474972544,0
1474972553,0
1474972563,0
1474972572,0
1474972581,0
1474972590,0
1474972599,1
1474972608,0
1474972617,29
1474972626,1
1474972635,13
1474972644,8
1474972653,0
1474972662,0
1474972671,0
1474972680,1
1474972689,37
1474972699,37
1474972708,38
1474972717,17
1474972726,0
1474972735,2
1474972744,8
1474972753,32
1474972762,1
1474972771,1
1474972780,0
1474972790,0
1474972799,11
1474972808,0
1474972817,21
1474972826,6
1474972835,11
1474972844,3
1474972853,25
1474972862,6
1474972871,0
1474972880,1
1474972890,0
1474972899,0
1474972908,0
1474972917,0
1474972926,0
1474972935,0
1474972944,0
1474972953,3
1474972962,5
1474972971,101
1474972980,65
1474972989,55
1474972998,0
1474973008,0
1474973017,36
1474973026,21
1474973035,9
1474973044,0
1474973053,0
1474973062,39
1474973071,48
1474973080,0
1474973089,0
1474973098,0
1474973107,0
1474973116,1
1474973125,0
1474973134,0
1474973144,0
1474973153,0
1474973162,0
1474973171,0
1474973180,5
1474973189,9
1474973198,13
1474973207,4
1474973216,1
1474973225,16
1474973234,2
1474973243,0
1474973253,0
1474973262,0
1474973271,9
1474973280,0
1474973289,0
1474973298,0
1474973307,6
1474973316,21
1474973325,1
1474973334,0
1474973344,0
1474973353,0
1474973362,1
1474973371,4
1474973380,0
1474973389,1
1474973398,0
1474973407,0
1474973416,0
1474973425,9
1474973434,41
1474973444,2
1474973453,31
1474973462,0
1474973471,0
1474973480,0
1474973489,0
1474973498,3
1474973507,30
1474973516,9
1474973525,20
1474973535,38
1474973544,44
1474973553,31
1474973562,31
1474973571,28
1474973580,32
1474973589,26
1474973598,36
1474973607,32
1474973616,36
1474973625,51
1474973634,44
1474973643,28
1474973652,22
1474973662,0
1474973671,2
1474973680,6
1474973689,36
1474973698,35
1474973707,2
1474973716,57
1474973725,55
1474973734,29
1474973743,11
1474973752,0
1474973761,0
1474973770,0
1474973779,0
1474973789,0
1474973798,0
1474973807,1
1474973816,0
1474973825,0
1474973834,0
1474973843,0
1474973852,0
1474973861,0
1474973870,0
1474973879,0
1474973888,0
1474973897,0
1474973906,0
1474973915,0
1474973925,0
1474973934,0
1474973943,0
1474973952,0
1474973961,0
1474973970,0
1474973979,0
1474973988,0
1474973997,0
1474974006,0
1474974015,0
1474974024,0
1474974033,0
1474974042,0
1474974051,0
1474974061,3
1474974070,15
1474974079,0
1474974088,0
1474974097,0
1474974106,0
1474974115,0
1474974124,0
1474974133,0
1474974142,0
1474974151,0
1474974160,0
1474974169,0
1474974179,0
1474974188,0
1474974197,0
1474974206,11
1474974215,1
1474974224,21
1474974233,11
1474974242,3
1474974251,21
1474974260,5
1474974270,33
1474974279,68
1474974288,32
1474974297,9
1474974306,0
1474974315,0
1474974324,0
1474974333,0
1474974342,0
1474974351,0
1474974360,0
1474974369,0
1474974379,42
1474974388,34
1474974397,71
1474974406,4
1474974415,28
1474974424,44
1474974433,26
1474974442,37
1474974451,34
1474974460,0
1474974469,0
1474974478,15
1474974488,17
1474974497,33
1474974506,24
1474974515,24
1474974524,32
1474974533,13
1474974542,0
1474974551,0
1474974560,0
1474974569,0
1474974578,0
1474974587,0
1474974596,8
1474974606,51
1474974615,16
1474974624,0
1474974633,0
1474974642,9
1474974651,45
1474974660,28
1474974669,5
1474974678,9
1474974687,7
1474974696,4
1474974705,24
1474974715,26
1474974724,18
1474974733,25
1474974742,3
1474974751,11
1474974760,11
1474974769,0
1474974778,0
1474974787,0
1474974796,0
1474974805,0
1474974814,0
1474974824,0
1474974833,0
1474974842,0
1474974851,0
1474974860,0
1474974869,0
1474974878,0
1474974887,0
1474974896,0
1474974905,0
1474974914,0
1474974923,0
1474974932,27
1474974941,17
1474974951,64
1474974960,42
1474974969,55
1474974978,45
1474974987,15
1474974996,52
1474975005,35
1474975014,2
1474975023,44
1474975032,18
1474975041,0
1474975050,0
1474975060,12
1474975069,14
1474975078,27
1474975087,4
1474975096,2
1474975105,12
1474975114,39
1474975123,12
1474975132,24
1474975141,5
1474975150,0
1474975159,0
1474975168,0
1474975177,0
1474975187,0
1474975196,0
1474975205,0
1474975214,3
1474975223,0
1474975232,0
1474975241,0
1474975250,8
1474975259,0
1474975268,0
1474975277,0
1474975286,0
1474975295,0
1474975304,0
1474975313,0
1474975323,0
1474975332,0
1474975341,0
1474975350,10
1474975359,17
1474975368,0
1474975377,0
1474975386,0
1474975395,11
1474975404,43
1474975413,35
1474975422,1
1474975431,27
1474975440,9
1474975450,29
1474975459,35
1474975468,33
1474975477,0
1474975486,0
1474975495,0
1474975504,0
1474975513,13
1474975522,7
1474975531,0
1474975540,0
1474975549,0
1474975558,0
1474975567,0
1474975577,0
1474975586,10
1474975595,26
1474975604,21
1474975613,0
1474975622,20
1474975631,18
1474975640,41
1474975649,8
1474975658,20
1474975667,1
1474975676,0
1474975685,0
1474975695,0
1474975704,0
1474975713,0
1474975722,11
1474975731,26
1474975740,40
1474975749,9
1474975758,0
1474975767,0
1474975776,0
1474975785,0
1474975794,0
1474975803,5
1474975812,5
1474975822,17
1474975831,6
1474975840,22
1474975849,29
1474975858,8
1474975867,15
1474975876,0
1474975885,29
1474975894,8
1474975903,22
1474975912,30
1474975921,31
1474975931,43
1474975940,23
1474975949,17
1474975958,40
1474975967,25
1474975976,9
1474975985,2
1474975994,12
1474976003,2
1474976012,0
1474976021,17
1474976030,17
1474976040,0
1474976049,0
1474976058,0
1474976067,0
1474976076,5
1474976085,11
1474976094,16
1474976103,10
1474976112,2
1474976121,15
1474976130,0
1474976140,1
1474976149,25
1474976158,20
1474976167,7
1474976176,5
1474976185,21
1474976194,42
1474976203,38
1474976212,43
1474976221,14
1474976230,0
1474976239,11
1474976248,52
1474976258,36
1474976267,19
1474976276,0
1474976285,0
1474976294,1
1474976303,17
1474976312,9
1474976321,0
1474976330,0
1474976339,0
1474976348,0
1474976358,29
1474976367,1
1474976376,7
1474976385,1
1474976394,0
1474976403,0
1474976412,0
1474976421,0
1474976430,0
1474976439,0
1474976448,0
1474976457,0
1474976466,0
1474976476,0
1474976485,0
1474976494,0
1474976503,0
1474976512,0
1474976521,0
1474976530,0
1474976539,0
1474976548,0
1474976557,0
1474976566,0
1474976575,0
1474976584,0
1474976593,0
1474976603,0
1474976612,0
1474976621,0
1474976630,0
1474976639,0
1474976648,0
1474976657,0
1474976666,0
1474976675,0
1474976684,0
1474976693,0
1474976702,0
1474976711,0
1474976720,0
1474976730,0
1474976739,0
1474976748,0
1474976757,0
1474976766,0
1474976775,0
1474976784,0
1474976793,0
1474976802,0
1474976811,0
1474976820,0
1474976829,0
1474976839,0
1474976848,0
1474976857,0
1474976866,0
1474976875,0
1474976884,0
1474976893,0
1474976902,0
1474976911,0
1474976920,0
1474976929,0
1474976938,0
1474976948,0
1474976957,0
1474976966,0
1474976975,0
1474976984,0
1474976993,0
1474977002,0
1474977011,0
1474977020,0
1474977029,0
1474977038,0
1474977047,0
1474977056,0
1474977066,0
1474977075,0
1474977084,0
1474977093,0
1474977102,0
1474977111,0
1474977120,0
1474977129,0
1474977138,0
1474977147,0
1474977156,0
1474977165,0
1474977174,0
1474977183,0
1474977193,0
1474977202,0
1474977211,0
1474977220,0
1474977229,0
1474977238,0
1474977247,0
1474977256,0
1474977265,0
1474977274,0
1474977283,0
1474977292,0
1474977301,0
1474977311,0
